A+AF8-id,Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality
649.0,+AC0-2.680440382,+AC0-1.602862269,3.767627827,2.126078446,1.824476372,+AC0-0.49585143,1.132168505,1.0
650.0,+AC0-2.397332373,+AC0-2.346435489,2.581230549,2.504464476,2.605459771,0.060225279,+AC0-0.176108441,1.0
651.0,0.437877558,+AC0-2.102417496,+AC0-1.10101113,3.366983196,4.428273613,+AC0-2.941137664,3.276022921,1.0
652.0,+AC0-0.147776051,+AC0-1.99931643,+AC0-0.288351064,1.680599192,+AC0-2.513441034,+AC0-1.195325309,+AC0-2.450763672,0.0
653.0,+AC0-0.082137988,+AC0-2.577180035,4.351845459,+AC0-0.769047903,+AC0-1.009323827,1.970485319,+AC0-0.709214531,1.0
654.0,+AC0-0.275248554,+AC0-1.487134044,+AC0-1.729445652,1.669277592,0.016900464,2.64839962,+AC0-1.016744147,0.0
655.0,+AC0-4.19035705,+AC0-1.464152548,1.992728322,1.669223215,+AC0-1.242469829,0.280871732,3.270969072,0.0
656.0,1.467709171,+AC0-0.34682407,+AC0-1.926872991,2.651218081,+AC0-0.09592079,0.343581726,0.318494494,0.0
657.0,+AC0-4.096166684,+AC0-0.369183715,2.207994445,2.432387923,+AC0-2.183959678,1.153427655,+AC0-0.2828032,0.0
658.0,+AC0-0.093445423,0.312348436,+AC0-1.684427192,3.000030318,+AC0-1.450922803,+AC0-1.109542795,0.592237542,0.0
659.0,+AC0-0.140942703,1.09209304,0.269282516,0.584293598,1.540495566,+AC0-3.2635871,0.526873773,0.0
660.0,+AC0-0.938766039,+AC0-1.198889843,1.447817994,1.595577879,0.337622386,1.499372454,+AC0-0.105424932,1.0
661.0,+AC0-0.925349227,+AC0-1.213799204,+AC0-0.930872022,+AC0-0.189799073,1.060093559,1.213984075,0.519551095,0.0
662.0,+AC0-1.951982198,+AC0-0.943181313,0.954476421,0.825412298,1.226474187,1.165690234,+AC0-2.406163774,1.0
663.0,+AC0-0.430075772,1.20266844,+AC0-1.615308225,2.318176884,+AC0-5.801766241,+AC0-1.330321347,2.573083876,0.0
664.0,2.032992506,+AC0-0.480179468,+AC0-4.772270772,0.756714012,2.085005235,3.068579749,+AC0-0.796702202,0.0
665.0,0.344003022,+AC0-3.483980787,1.174854844,2.756766666,1.493231386,2.49866648,1.602770371,1.0
666.0,0.207212043,2.500490518,+AC0-2.275704338,1.717469619,+AC0-1.179858451,+AC0-1.027585004,+AC0-0.587753816,1.0
667.0,+AC0-2.351351099,+AC0-0.272642068,+AC0-3.568394972,+AC0-1.63819082,+AC0-0.053723721,5.254060258,+AC0-1.244090836,0.0
668.0,1.46580644,+AC0-2.775201154,0.992623546,1.50192063,+AC0-1.440469112,3.638384588,0.352908697,1.0
669.0,1.43294569,+AC0-0.40107082,+AC0-0.750507011,1.621511276,1.642238716,+AC0-1.87987826,2.576581178,0.0
670.0,+AC0-3.199055892,+AC0-0.632078515,0.305981162,0.630721591,3.372708278,1.191213059,3.067087102,0.0
671.0,2.133049796,+AC0-0.568611692,+AC0-1.162652035,0.470720751,+AC0-0.210563181,0.691633083,2.465236699,1.0
672.0,1.381277578,4.363065922,+AC0-2.569945288,2.139034728,+AC0-2.640239031,+AC0-0.034340364,0.242878626,1.0
673.0,+AC0-2.397992578,0.397427247,+AC0-1.60668706,+AC0-1.203198937,1.097206579,4.362362607,0.521519891,0.0
674.0,1.592905587,0.863294435,+AC0-0.985140593,3.203193166,3.548138203,+AC0-2.897686032,2.599989695,1.0
675.0,1.808216215,1.631331526,+AC0-0.79490407,+AC0-0.06201757,+AC0-0.405498298,+AC0-0.316750714,0.094647216,1.0
676.0,0.498815017,+AC0-2.074870868,1.062057984,1.53028433,+AC0-5.713431338,+AC0-2.6299309,+AC0-1.451499763,0.0
677.0,+AC0-2.926491888,0.414439088,+AC0-0.236781513,0.443611187,0.780389678,1.145604542,0.039580414,1.0
678.0,+AC0-0.075144754,1.684715494,+AC0-3.168469871,1.89236959,0.014954763,1.84105985,+AC0-2.570587079,0.0
679.0,+AC0-0.711035314,+AC0-3.377666855,1.825954976,2.683285947,2.70647602,1.076922522,0.536212238,1.0
680.0,2.022035202,+AC0-0.208609112,0.211278248,0.889638888,+AC0-2.380330963,0.392699152,2.565322523,0.0
681.0,+AC0-0.149388848,0.461104788,+AC0-0.235914051,2.571428342,+AC0-1.077510244,+AC0-2.123703773,1.079333971,1.0
682.0,+AC0-0.449584321,+AC0-0.393430335,0.021156985,+AC0-0.385498502,1.662770615,+AC0-1.282165361,0.354489011,0.0
683.0,0.860698021,+AC0-3.135796408,0.690175847,2.614484791,2.159622241,+AC0-2.849914594,1.410038052,1.0
684.0,+AC0-3.759186089,+AC0-1.795679072,0.518903444,0.607189712,1.50000271,2.32851866,2.120352636,0.0
685.0,+AC0-1.162615452,+AC0-0.301982961,+AC0-0.447139236,0.687267878,+AC0-2.007353968,0.786312444,0.44678879,0.0
686.0,+AC0-4.020484414,+AC0-1.474383083,1.255979071,0.310141027,1.929849571,0.735166137,2.383936244,0.0
687.0,+AC0-0.462824184,+AC0-1.15594798,2.323988761,1.441598515,1.389006823,+AC0-0.459590862,+AC0-2.261259327,1.0
688.0,+AC0-2.354889179,1.9288447,+AC0-0.981873033,0.434670093,+AC0-1.599872371,+AC0-1.914493597,+AC0-0.571770884,0.0
689.0,+AC0-0.112701901,+AC0-0.769261644,+AC0-0.864719071,+AC0-1.117105886,2.260930306,+AC0-0.998894229,+AC0-0.125013797,1.0
690.0,+AC0-4.041377779,+AC0-0.091098329,3.038879655,2.128703735,1.489011707,0.019624634,2.473983711,0.0
691.0,+AC0-3.608321986,+AC0-1.341021706,+AC0-0.840675293,0.537683775,1.78557885,3.357794659,1.460762294,0.0
692.0,+AC0-0.869662383,1.294127375,+AC0-0.16270057,+AC0-1.738675991,+AC0-0.204100301,1.251897627,+AC0-3.280269971,1.0
693.0,1.24266519,+AC0-0.751111876,+AC0-0.700876587,+AC0-1.034104041,+AC0-0.033264225,+AC0-0.610697517,+AC0-2.121538832,1.0
694.0,1.583973044,+AC0-1.220156964,+AC0-2.654160049,0.263113563,+AC0-0.711733235,0.484312026,+AC0-1.42480894,0.0
695.0,+AC0-2.993467034,+AC0-1.352156231,+AC0-1.114300386,0.879548838,1.695973833,1.372209687,3.764854713,0.0
696.0,+AC0-0.632413036,+AC0-1.626405702,+AC0-2.042109019,1.985253507,+AC0-0.47050198,+AC0-0.005982958,+AC0-3.024115524,0.0
697.0,+AC0-1.104933957,+AC0-0.043345437,0.856840165,+AC0-0.079904861,2.59354048,+AC0-0.586164893,+AC0-3.786816268,1.0
698.0,+AC0-0.22987707,1.138251666,+AC0-2.31249341,0.837041563,1.61910525,0.82138118,+AC0-2.463749104,1.0
699.0,+AC0-0.79959372,+AC0-0.501724994,2.197018238,+AC0-0.177494615,1.263451954,0.633092235,+AC0-1.501630364,1.0
700.0,+AC0-2.689383738,2.066926457,+AC0-1.427389313,+AC0-0.47896347,+AC0-0.531704481,2.245740992,2.0247306,0.0
701.0,0.271399803,+AC0-0.434397244,+AC0-2.925265478,0.037323772,4.092310372,0.45408447,1.264206323,0.0
702.0,0.795945873,+AC0-0.565885841,+AC0-3.279889656,1.522496146,1.547283844,2.023949401,+AC0-1.165522925,0.0
703.0,1.106745865,0.367475602,+AC0-0.525265842,2.16808085,+AC0-2.019267894,0.072109686,2.862160014,0.0
704.0,+AC0-3.210096252,2.248710703,+AC0-0.990902516,0.460362956,2.445018079,+AC0-1.539849766,+AC0-2.760396429,1.0
705.0,1.802925439,+AC0-0.012751764,+AC0-0.580450036,1.464141455,+AC0-0.129531045,+AC0-0.570566006,1.348302458,1.0
706.0,+AC0-2.850374812,+AC0-2.757134583,0.396463921,+AC0-0.00693719,0.904780957,3.636491732,+AC0-2.251067315,0.0
707.0,+AC0-0.199288647,1.212181889,+AC0-0.534498781,+AC0-0.411726336,1.231652006,+AC0-1.202446122,2.823337043,1.0
708.0,+AC0-1.39460024,2.187994312,+AC0-0.547832311,+AC0-1.05251812,+AC0-1.739331976,1.11600466,+AC0-2.924269341,1.0
709.0,0.028745728,1.186992124,0.666876228,2.193248134,+AC0-1.44054997,+AC0-3.155569478,2.405654839,0.0
710.0,+AC0-2.532791508,+AC0-3.123671509,1.117364292,+AC0-0.279016526,0.154359374,1.752811559,+AC0-3.755760233,0.0
711.0,2.276050991,2.065994845,+AC0-0.885218791,0.732731741,+AC0-0.446584553,+AC0-2.713263024,+AC0-2.449861733,0.0
712.0,+AC0-3.900710623,+AC0-1.295270791,+AC0-0.882283558,2.53104502,+AC0-0.866996586,2.692471885,3.616898168,0.0
713.0,+AC0-0.435185942,0.4512287,+AC0-0.984333349,0.975638058,0.365460402,0.514146469,0.553472889,0.0
714.0,+AC0-3.684835015,0.591154443,2.158562671,1.38333164,2.358521534,+AC0-1.256500499,+AC0-0.464272899,1.0
715.0,1.117611931,1.536751806,+AC0-0.669110457,+AC0-1.093276821,+AC0-1.805122066,0.778337026,2.073017847,1.0
716.0,3.344186864,+AC0-2.227149535,+AC0-0.426076894,0.379436756,1.793789427,0.154166255,2.666099628,1.0
717.0,0.337684115,+AC0-0.412041751,+AC0-0.213399608,1.965744567,0.27289502,+AC0-1.855056957,3.658487446,0.0
718.0,0.395927611,+AC0-3.8995552,1.420567824,0.871466375,+AC0-2.453601982,0.965292169,+AC0-2.152558033,0.0
719.0,+AC0-1.265104584,0.330938457,0.586008292,1.727311454,0.371201965,+AC0-3.324980144,0.369160911,1.0
720.0,+AC0-2.828707352,0.864626494,+AC0-3.149638826,0.005376275,+AC0-3.261025914,4.171440258,2.102061885,0.0
721.0,+AC0-2.9846307,+AC0-1.469843285,+AC0-0.015427769,0.089371561,4.009206464,1.125919794,2.92642631,0.0
722.0,+AC0-0.720649579,+AC0-2.904340989,2.649370106,1.598382197,1.400860421,1.707681788,+AC0-0.396285908,1.0
723.0,1.581152669,+AC0-0.652555081,0.136983833,1.07289981,1.856107235,0.923460762,+AC0-2.343748011,1.0
724.0,+AC0-0.660915959,+AC0-0.443474622,1.671432856,+AC0-1.576264045,+AC0-0.472510434,1.373037521,+AC0-4.224755889,1.0
725.0,1.169950458,+AC0-1.371426444,+AC0-1.011931293,0.806846812,+AC0-0.302614816,0.936428538,+AC0-1.230442485,0.0
726.0,+AC0-1.841877176,0.279273657,+AC0-0.107076065,1.334892707,0.044820116,0.149958592,0.174434142,0.0
727.0,+AC0-0.095512382,+AC0-3.142715263,+AC0-3.770586596,0.349588686,1.954212581,3.927793628,0.73058333,0.0
728.0,+AC0-0.025881076,+AC0-2.799969111,0.442402392,2.767826154,+AC0-2.158892994,+AC0-1.15023488,+AC0-2.236208646,0.0
729.0,0.167621402,0.310686676,+AC0-0.670360549,1.975891897,+AC0-1.358239008,0.549871902,+AC0-3.769068269,0.0
730.0,+AC0-0.374739412,+AC0-1.869798513,+AC0-1.943525306,+AC0-2.128921578,2.625058465,+AC0-0.340250337,+AC0-1.03820733,1.0
731.0,0.786645245,+AC0-1.188885508,+AC0-0.703423294,2.02625747,+AC0-0.164522692,2.108956451,+AC0-0.728190556,1.0
732.0,2.1857937,0.728142262,+AC0-3.226527878,3.844565893,+AC0-3.489782166,0.561874951,+AC0-1.506333071,1.0
733.0,+AC0-0.500416166,+AC0-1.898359987,3.126678492,2.563035202,2.919934022,+AC0-0.984561145,+AC0-2.318115994,1.0
734.0,+AC0-1.557356234,+AC0-1.846123803,2.114118329,0.362187895,1.571253465,0.623795348,+AC0-0.423856214,1.0
735.0,+AC0-1.252079173,0.379558653,0.630378058,0.895983698,1.815175987,0.584135752,+AC0-0.773422808,1.0
736.0,1.187048641,+AC0-2.198453033,+AC0-0.345532456,2.267265963,2.985937267,+AC0-2.420051282,2.009993218,1.0
737.0,+AC0-1.815876845,+AC0-0.040045568,0.234227803,1.089550554,2.367843489,0.97999814,0.383759484,0.0
738.0,3.414941934,+AC0-0.60342316,0.665699308,+AC0-1.788599548,4.022488353,+AC0-0.29982674,3.86888573,1.0
739.0,+AC0-1.771100824,0.307564105,1.831174568,1.434226006,1.015248742,+AC0-0.765246239,0.480489556,0.0
740.0,+AC0-2.161940963,+AC0-0.014473304,0.042407326,1.724669471,2.092702871,+AC0-0.768827347,+AC0-3.133212644,1.0
741.0,0.077349052,+AC0-0.171175126,+AC0-1.364395781,4.491519184,+AC0-1.127824548,+AC0-2.438635299,0.001521444,1.0
742.0,+AC0-3.389829188,+AC0-0.214743647,+AC0-0.019302648,+AC0-0.090579927,1.521472718,0.690230884,3.506464979,0.0
743.0,0.848270123,+AC0-0.743180273,+AC0-1.524567061,1.043947841,0.51421072,1.169524813,+AC0-1.284494762,0.0
744.0,0.122972101,+AC0-2.433089799,1.315823589,1.138015837,+AC0-0.401675315,0.828747696,+AC0-1.031509395,0.0
745.0,+AC0-0.030019224,+AC0-0.564789264,0.84220586,+AC0-0.471203387,+AC0-1.118355565,1.548180434,+AC0-2.814401245,1.0
746.0,+AC0-5.240766596,+AC0-4.111889864,1.299108254,0.157964732,4.177133437,3.069097529,5.136138788,0.0
747.0,0.499325953,+AC0-0.811649505,+AC0-2.149115419,+AC0-0.220934346,0.705806099,0.33147926,+AC0-1.849898792,0.0
748.0,+AC0-0.419496006,+AC0-1.971827766,0.915397997,0.618480546,1.717537573,1.445815014,+AC0-3.032779136,1.0
749.0,0.564192064,+AC0-0.591640455,+AC0-1.294808081,2.10753591,1.470738327,+AC0-1.610299873,1.986156356,1.0
750.0,2.28939051,+AC0-1.708811464,+AC0-0.828780567,3.015667814,+AC0-3.718843645,+AC0-1.36673699,0.254018717,0.0
751.0,0.517881697,+AC0-2.57873522,+AC0-3.349119296,1.918513719,0.296203604,0.042440421,+AC0-1.504922768,1.0
752.0,+AC0-0.941131251,+AC0-2.017366702,0.385144928,+AC0-1.71422667,1.096906323,+AC0-1.308254734,0.459723265,1.0
753.0,1.402216543,+AC0-4.937309888,2.706025183,2.238135063,1.93797382,2.651331793,0.988540998,1.0
754.0,2.144165807,1.219872107,+AC0-3.862483891,1.987819649,+AC0-1.188190069,1.102201148,2.397487419,0.0
755.0,+AC0-2.516579279,+AC0-1.226960389,+AC0-0.358848026,0.417753301,1.258175411,1.801802496,0.889659108,0.0
756.0,+AC0-1.316792609,+AC0-0.193554135,+AC0-1.596090725,2.043707396,+AC0-0.252268641,0.427052368,+AC0-0.500546815,0.0
757.0,+AC0-4.196919423,+AC0-1.354339065,0.969585407,2.694997845,+AC0-1.530658751,2.023067324,2.177282174,0.0
758.0,0.689291859,+AC0-1.206374477,+AC0-0.370501989,2.230612096,0.982219151,1.854799828,+AC0-2.13497313,1.0
759.0,2.365988943,+AC0-0.40845916,+AC0-1.889352773,0.317035839,2.321174952,0.201606158,2.966694832,1.0
760.0,+AC0-0.302209634,+AC0-0.993247195,0.553134263,+AC0-0.016591682,0.563980159,+AC0-1.71596885,0.733549657,1.0
761.0,4.001401262,+AC0-3.329200407,+AC0-2.392717056,2.610137214,1.521951789,0.299683493,+AC0-0.160762434,1.0
762.0,+AC0-1.249399529,+AC0-1.637317461,3.791557344,+AC0-0.871272572,0.416662087,0.771730838,+AC0-0.921359724,1.0
763.0,+AC0-0.53152308,1.046667333,+AC0-1.63591584,0.546581746,+AC0-0.903102539,+AC0-1.00313221,+AC0-1.635295535,1.0
764.0,+AC0-2.814610051,+AC0-0.944456321,0.319110046,0.683216128,2.219502701,1.042943089,+AC0-1.15563525,1.0
765.0,0.824070525,+AC0-2.257004323,0.191330702,3.010131398,2.14432693,1.425293055,+AC0-0.905345771,1.0
766.0,+AC0-2.603643479,+AC0-1.032224551,0.945973408,1.522356868,2.891498007,+AC0-0.723236555,+AC0-1.065906691,1.0
767.0,+AC0-0.129844431,0.404794761,+AC0-0.50159161,+AC0-0.459808117,2.756893652,+AC0-2.082683625,0.243968297,0.0
768.0,0.831842816,+AC0-0.265103621,+AC0-2.592301126,1.024016111,+AC0-0.249262804,+AC0-0.213886285,0.660854694,0.0
769.0,1.975435166,1.479167094,+AC0-1.28163655,0.094645075,2.811324265,+AC0-2.693316224,+AC0-0.471432166,0.0
770.0,0.644361094,1.949245987,+AC0-0.518537193,1.210917419,+AC0-0.260259898,+AC0-1.298721749,2.620061624,1.0
771.0,0.955828775,+AC0-1.167741606,+AC0-0.061359841,0.967625157,2.174940621,+AC0-1.811067574,1.562067587,1.0
772.0,+AC0-1.881170427,+AC0-1.667603375,+AC0-0.782308335,1.454963173,1.81973469,1.448284524,2.205699038,0.0
773.0,+AC0-2.098505272,+AC0-0.194447541,+AC0-0.637154192,2.859707185,+AC0-2.327216894,2.262637039,+AC0-1.33782954,0.0
774.0,1.05884278,+AC0-0.079005564,+AC0-1.543831562,+AC0-0.550619715,0.442155252,0.086762188,0.317555935,1.0
775.0,0.566591691,+AC0-2.708646196,+AC0-3.313180518,0.663354391,1.086875939,0.33528092,+AC0-0.995586036,1.0
776.0,1.147448359,1.961559391,+AC0-1.586544987,2.511214433,+AC0-1.274645856,+AC0-0.784790247,1.330072744,1.0
777.0,0.761384554,+AC0-0.151109858,+AC0-1.59713258,2.918391318,+AC0-0.707816391,+AC0-1.398917352,+AC0-0.029111848,1.0
778.0,+AC0-1.1774893,+AC0-1.130156886,+AC0-0.464591893,0.870983531,+AC0-1.811329436,0.661748107,+AC0-1.131353718,0.0
779.0,+AC0-2.980741437,0.101515699,3.011631798,+AC0-0.369518392,2.570251972,+AC0-0.855631662,+AC0-1.770887232,1.0
780.0,+AC0-0.840793436,+AC0-3.72039621,2.913149836,1.528257646,0.079635041,1.955687623,+AC0-0.539101247,1.0
781.0,1.081000545,+AC0-0.648706965,1.237449353,0.314275607,0.463345072,+AC0-1.691862234,2.524304064,1.0
782.0,+AC0-2.268585842,+AC0-1.789799965,1.445566185,1.056595714,+AC0-2.46535745,0.691889291,+AC0-0.382318078,0.0
783.0,0.515237684,+AC0-1.136337349,+AC0-5.184551921,1.021673716,1.884687189,3.626036715,+AC0-0.175329442,0.0
784.0,+AC0-1.540001237,+AC0-0.316826247,1.122198693,1.852148673,2.343956996,+AC0-0.032854209,0.351966322,1.0
785.0,+AC0-4.145439993,0.777986007,1.487350603,2.065713154,3.403159187,+AC0-2.632625896,+AC0-1.263063979,1.0
786.0,3.31362605,0.021769289,+AC0-0.294635627,+AC0-4.087563079,3.348488672,1.584653935,4.623162668,1.0
787.0,2.06547763,+AC0-2.402223572,+AC0-3.101408793,3.617004291,1.900639338,+AC0-0.941696086,+AC0-0.373300429,1.0
788.0,0.456051546,1.089813315,+AC0-2.015435584,1.693630623,1.399263107,0.88161806,+AC0-2.746453526,1.0
789.0,+AC0-1.29909173,+AC0-1.125194457,+AC0-2.018248212,0.112943295,+AC0-1.594746863,1.360336988,+AC0-2.556007083,0.0
790.0,+AC0-0.645857932,+AC0-2.564352832,+AC0-1.615879586,0.326544852,2.884080943,1.869757024,4.325308624,0.0
791.0,+AC0-2.477605551,+AC0-0.657952543,+AC0-2.094640965,1.580006074,+AC0-0.911672865,+AC0-0.419339383,+AC0-2.949443677,0.0
792.0,+AC0-0.547609979,+AC0-2.547939461,+AC0-0.869051647,0.459271777,+AC0-1.291142939,1.138855808,+AC0-3.099057262,0.0
793.0,+AC0-2.246946038,+AC0-0.670184669,+AC0-1.117857289,0.950289632,0.299011514,1.954981502,+AC0-0.851295192,0.0
794.0,0.440484047,0.856486822,+AC0-0.27591664,5.279085234,0.014865358,+AC0-4.071384356,+AC0-1.319501638,1.0
795.0,0.638544397,+AC0-3.094348429,+AC0-1.503426721,2.226712912,+AC0-3.532452341,0.565242593,+AC0-2.053694418,0.0
796.0,0.946640223,0.629283216,0.662392512,1.196954673,+AC0-0.71791166,+AC0-1.79707199,0.584263593,1.0
797.0,+AC0-1.976268309,+AC0-1.69747492,3.938755942,+AC0-0.937526951,+AC0-1.122784652,+AC0-0.043763828,+AC0-0.812285956,0.0
798.0,+AC0-1.920002717,+AC0-1.921485556,0.695241953,0.390592344,+AC0-0.765199465,1.04654673,+AC0-2.087742829,0.0
799.0,+AC0-1.334120096,+AC0-3.22731063,+AC0-1.231597544,1.438142252,+AC0-0.559514528,1.964592957,+AC0-3.480103771,0.0
800.0,0.599557515,+AC0-2.156929712,+AC0-0.504306744,2.228544675,+AC0-1.122550916,+AC0-0.460466896,+AC0-1.604760616,0.0
801.0,+AC0-0.620788061,+AC0-2.230090755,+AC0-4.083172845,+AC0-0.326026732,3.299766828,3.854242476,0.448603514,0.0
802.0,+AC0-1.93944674,+AC0-0.364142368,+AC0-3.365108015,2.898543609,+AC0-3.947638432,+AC0-0.222995118,+AC0-1.498635305,1.0
803.0,+AC0-1.071852907,+AC0-1.496799183,+AC0-0.303022922,1.425077791,2.18307578,1.532804006,1.433817427,1.0
804.0,+AC0-0.276871875,+AC0-1.280344096,1.377729536,+AC0-0.607729727,+AC0-1.349679892,2.68824004,+AC0-0.058599695,1.0
805.0,0.374536197,+AC0-0.17120865,+AC0-0.773124611,1.456375952,+AC0-2.345211146,+AC0-0.586197257,0.120913067,1.0
806.0,+AC0-0.859886092,+AC0-1.247253803,+AC0-0.765135435,0.725937861,+AC0-0.97618505,0.27884569,+AC0-1.98172907,0.0
807.0,0.491487594,0.099524645,0.305770324,+AC0-2.601084495,2.731338602,+AC0-0.599310619,3.451955025,1.0
808.0,+AC0-0.501598942,+AC0-1.556065124,+AC0-1.492657738,2.169665907,+AC0-1.260127897,+AC0-1.199729262,+AC0-0.960916549,1.0
809.0,1.004670265,0.086562376,+AC0-0.827722199,+AC0-0.012644899,+AC0-1.335902881,0.171168246,1.186177549,1.0
810.0,+AC0-1.158851732,+AC0-3.02616535,+AC0-1.553845922,0.702148656,3.310212404,2.621771964,2.840613192,0.0
811.0,+AC0-4.511513904,2.188929361,+AC0-3.494677385,+AC0-1.016464622,1.374406703,4.080823227,0.180781197,0.0
812.0,1.867918933,+AC0-1.525489177,+AC0-1.733019884,1.136499372,+AC0-2.357744147,0.323036097,+AC0-0.912395857,0.0
813.0,1.666354406,+AC0-3.521163155,+AC0-3.208839842,1.834060148,1.008371578,0.487534028,+AC0-0.46500337,1.0
814.0,0.854038155,1.08069172,+AC0-0.212660603,2.659532775,+AC0-1.821791809,+AC0-1.964684026,+AC0-1.260379857,0.0
815.0,+AC0-1.234336601,+AC0-1.516148546,0.721187524,0.817262734,+AC0-0.137655158,0.229357028,0.171314883,0.0
816.0,+AC0-0.273281581,+AC0-3.070515552,0.748094683,0.981393707,3.254542997,+AC0-3.18076517,1.780316712,1.0
817.0,0.469295728,0.645451496,0.767765675,3.453803384,+AC0-3.158562026,+AC0-2.253011654,1.010451335,1.0
818.0,+AC0-2.835124117,+AC0-0.303738531,0.143170742,0.701498078,1.928976962,0.235919519,+AC0-3.274083513,1.0
819.0,2.35342735,+AC0-2.27967331,+AC0-0.740084547,2.627467533,0.506160407,1.822820696,+AC0-1.409884405,1.0
820.0,+AC0-3.382308674,0.007894689,+AC0-0.473654096,3.60837466,6.098778481,+AC0-2.436304881,+AC0-3.566359317,1.0
821.0,0.359662874,0.860022963,+AC0-0.533276843,0.788401387,1.616287058,+AC0-0.713700147,+AC0-2.943063246,0.0
822.0,0.801531124,+AC0-3.959029797,2.661273314,1.425869419,+AC0-3.065994437,+AC0-0.067518606,+AC0-1.353715891,0.0
823.0,+AC0-0.712120174,1.314940544,+AC0-1.574883475,0.941322043,+AC0-0.592441001,2.410665859,3.416639346,1.0
824.0,1.424142624,+AC0-1.947901143,+AC0-1.708657566,+AC0-2.524045132,1.352450039,1.414486069,1.555914074,1.0
825.0,0.712348023,+AC0-0.588145258,+AC0-3.215423067,1.089867132,0.47536897,0.386937554,0.633750281,1.0
826.0,+AC0-0.0235387,1.695746742,+AC0-2.450548818,+AC0-0.261871045,+AC0-0.952682965,0.441957991,0.953241072,1.0
827.0,+AC0-0.564969539,0.060714672,+AC0-1.074753678,+AC0-0.024840049,+AC0-0.579623518,+AC0-1.106184981,+AC0-1.564030154,1.0
828.0,+AC0-0.21434986,+AC0-2.319250296,3.079069045,+AC0-0.421976554,+AC0-0.944833448,3.129955019,1.769225354,1.0
829.0,2.532592573,+AC0-1.339048805,+AC0-1.828441017,3.803012593,0.100342137,+AC0-0.950687173,0.735685801,1.0
830.0,+AC0-3.116365349,+AC0-1.324666484,1.351346126,1.691244658,2.675275745,+AC0-0.471181918,+AC0-1.990831514,1.0
831.0,0.427912246,1.773682052,1.236277992,+AC0-1.627970413,2.250017748,+AC0-1.973513241,2.120970261,1.0
832.0,+AC0-3.861955439,+AC0-0.722187565,2.712540816,0.043894313,1.100943111,0.144929021,+AC0-1.853269386,1.0
833.0,+AC0-0.11935875,+AC0-1.868233134,2.716261806,1.331909323,0.272557793,2.43465261,2.788116753,1.0
834.0,0.670619332,+AC0-2.88045567,+AC0-1.846987396,1.156195324,1.371368979,1.984478696,+AC0-0.067216749,0.0
835.0,+AC0-0.245488448,+AC0-2.933223854,1.122287204,1.516149917,1.76362484,1.957459911,+AC0-1.675279484,1.0
836.0,+AC0-1.039686257,+AC0-0.962083511,1.12901048,2.282390472,3.534974434,+AC0-0.250887033,+AC0-0.484022389,1.0
837.0,2.362734075,+AC0-3.805766207,2.03760742,1.640957385,+AC0-1.59925564,+AC0-1.81641586,+AC0-2.538324231,0.0
838.0,1.487181294,+AC0-1.822071356,0.81473257,0.802818958,1.933549944,+AC0-1.841884042,2.448169699,1.0
839.0,+AC0-2.333227356,0.789809118,+AC0-0.320618907,0.092722216,0.072852649,0.728017955,+AC0-3.47105338,1.0
840.0,0.824893785,+AC0-0.178435425,+AC0-0.406084364,+AC0-1.794132298,+AC0-1.537090702,3.647572905,+AC0-2.314749819,1.0
841.0,+AC0-3.663084494,+AC0-0.178635441,1.719192885,+AC0-0.048221143,4.262458179,0.781106779,+AC0-1.877867469,0.0
842.0,2.878544937,+AC0-2.070839258,+AC0-1.835366993,2.761433941,1.987128936,+AC0-0.604237302,2.150572298,1.0
843.0,+AC0-0.193807072,1.279221031,+AC0-0.580563466,+AC0-0.005449535,+AC0-1.276169703,+AC0-3.592016909,2.392763422,0.0
844.0,+AC0-3.400132749,+AC0-0.985380212,0.018261124,0.93448081,2.549179978,2.95947032,1.565061386,0.0
845.0,+AC0-1.55343846,0.657055442,+AC0-2.956942332,+AC0-0.160108301,1.891135484,2.784584769,+AC0-0.751640827,0.0
846.0,+AC0-0.27194342,+AC0-0.762935746,1.086550385,0.753758949,0.500654985,+AC0-2.680673165,1.608708742,0.0
847.0,0.123571386,+AC0-2.921409785,1.443927778,2.3997185,+AC0-0.315445298,2.83987997,+AC0-0.253866598,1.0
848.0,+AC0-1.09716949,1.375531166,+AC0-0.684202183,1.990823744,2.508599359,+AC0-3.885317568,0.894076504,1.0
849.0,+AC0-3.248587388,2.638634814,0.46550767,+AC0-0.361372738,1.424206367,+AC0-1.778394318,+AC0-3.425881972,1.0
850.0,0.086283871,+AC0-1.673569203,1.538388617,1.724465949,0.022025889,1.461255815,0.72019566,1.0
851.0,1.806404783,+AC0-2.355395033,+AC0-0.2061129,+AC0-1.210372234,2.765678772,+AC0-0.392659285,3.104922831,1.0
852.0,2.008702779,+AC0-3.759528956,0.801810081,2.52351482,+AC0-0.564672741,4.041460975,1.327763059,1.0
853.0,+AC0-0.433219304,+AC0-2.916016815,1.182532618,0.580386757,0.276184891,3.216621611,+AC0-0.81558716,1.0
854.0,1.476864377,+AC0-2.308493433,+AC0-0.472105788,+AC0-1.674135404,2.1078688,0.396478996,2.714357454,1.0
855.0,+AC0-0.32914168,+AC0-2.617138117,+AC0-1.808901507,2.471154956,+AC0-4.036115604,0.025530654,+AC0-1.633272132,1.0
