geo_level_1_id,geo_level_2_id,geo_level_3_id,count_floors_pre_eq,age,area_percentage,height_percentage,has_superstructure_adobe_mud,has_superstructure_mud_mortar_stone,damage_grade
0,623,300,3,10,10,7,0,1,1
10,1250,11196,2,15,5,5,0,1,2
16,246,416,2,25,6,5,0,1,1
28,995,4337,2,20,7,5,0,1,1
3,1387,4194,4,110,4,9,1,0,2
17,289,8350,3,30,7,7,0,1,2
20,173,5183,2,20,16,5,0,0,0
3,574,6691,3,40,6,7,1,0,1
9,210,5427,2,5,12,6,0,0,1
26,74,3625,2,0,8,7,0,1,1
26,1085,1589,2,40,6,7,0,1,1
12,1024,1021,2,25,4,6,0,1,1
8,1114,10525,2,15,8,7,0,1,1
17,1045,12383,2,20,6,6,0,1,2
26,491,9601,2,20,6,4,0,1,1
22,171,10384,2,10,9,5,0,1,1
7,790,4405,2,10,5,4,0,1,1
8,1004,5205,1,35,5,3,0,1,2
21,140,7054,1,15,5,3,0,1,1
10,88,4259,2,35,5,6,0,1,2
16,89,4581,2,5,7,5,0,1,1
17,618,2786,3,0,7,6,0,1,2
4,369,2869,1,15,6,2,0,1,1
3,1387,10110,3,85,14,7,1,0,2
0,252,1738,2,20,6,5,0,1,1
20,1339,7128,2,5,11,5,0,0,1
8,1029,6404,2,35,5,7,0,1,2
10,603,1672,3,15,12,7,0,1,1
25,745,11061,2,30,3,5,0,1,1
25,211,7045,1,20,8,3,0,1,1
17,648,5029,1,20,10,4,0,1,2
8,640,8487,3,50,5,6,0,1,2
20,158,621,2,20,11,6,0,0,1
7,746,10625,1,10,10,3,0,1,1
11,1071,6471,2,10,7,6,0,1,1
26,621,10264,2,25,10,5,0,1,1
4,13,11344,3,40,5,6,0,1,2
6,662,6363,2,20,8,7,0,1,1
5,809,163,3,15,11,8,0,1,1
20,508,10459,2,10,8,5,0,1,1
1,436,2020,2,50,8,5,0,1,1
7,1411,3491,2,5,10,5,0,1,2
13,373,4660,3,0,8,6,0,1,0
17,233,525,2,0,4,4,0,1,1
25,34,12229,2,25,5,5,0,1,1
27,1000,6153,1,5,11,3,0,0,1
10,1203,11736,2,35,7,4,0,1,1
26,1216,12073,3,50,12,6,0,1,1
8,558,7882,1,0,13,3,0,0,0
4,1202,981,2,0,4,6,0,1,1
6,314,11995,1,0,40,3,0,0,0
21,1219,2948,2,10,6,5,0,1,1
10,760,8316,3,35,3,6,0,1,2
26,621,4282,2,10,6,3,0,1,1
17,811,220,3,5,7,7,0,1,2
5,511,6485,2,5,14,5,1,1,1
22,171,4266,1,15,15,3,0,0,1
21,499,7655,3,15,6,5,0,1,1
26,1001,171,1,0,23,3,0,0,1
16,732,2321,2,0,8,6,0,1,1
7,157,9272,2,40,6,5,0,1,2
17,980,12340,3,5,10,5,0,1,2
10,1248,9935,2,0,6,4,0,1,1
20,1359,1725,2,0,5,4,0,0,0
21,1093,7337,2,25,5,5,1,1,2
21,46,5919,2,10,6,5,0,1,1
25,971,9418,1,15,3,3,0,1,2
8,678,816,2,10,5,5,0,1,1
21,1426,2464,3,30,6,6,0,1,2
21,839,8925,3,15,8,6,0,1,2
20,251,10420,2,15,8,6,0,0,1
17,721,11449,2,5,3,6,0,1,2
0,607,9992,2,15,7,5,0,1,1
10,1055,11945,3,20,6,9,0,1,1
13,57,3680,1,35,5,2,0,1,0
6,8,11610,3,20,6,7,0,1,1
8,501,8098,2,10,7,5,0,1,1
6,453,1066,3,20,5,7,1,0,1
26,227,12110,2,5,9,6,0,1,2
16,1012,8684,2,30,5,4,0,1,1
10,603,4355,1,0,15,4,0,0,1
4,514,8137,2,5,4,7,0,1,1
8,463,8236,2,15,14,5,0,1,2
7,430,11410,2,20,10,5,0,1,1
26,762,10996,3,20,14,7,1,1,1
17,1080,6609,1,5,8,2,0,0,1
13,526,3387,2,10,8,6,0,1,2
14,1267,7815,2,15,12,5,0,1,1
8,613,2667,3,20,15,7,0,1,1
20,826,5879,1,10,2,4,0,0,0
8,659,12422,2,0,5,5,0,1,2
16,246,1042,2,5,8,7,1,1,1
21,46,4871,3,20,5,5,0,1,1
27,533,6299,3,25,11,7,1,0,1
27,533,6783,1,5,19,3,0,0,1
7,157,9272,2,35,7,6,0,0,1
27,422,8974,3,10,2,9,0,0,1
21,107,9462,3,30,10,7,0,1,2
21,1195,8263,3,25,5,5,1,1,2
6,1253,3073,4,15,16,12,0,0,0
5,467,1571,2,35,5,4,0,1,2
3,720,4522,3,30,15,8,1,0,1
7,255,6909,2,35,6,9,0,1,1
21,941,2586,3,25,5,5,0,1,2
11,1144,2496,2,20,6,6,0,1,1
26,74,12114,2,0,2,4,1,1,0
20,158,2452,2,15,8,4,0,0,0
5,226,12370,2,10,10,5,0,1,0
22,381,1301,2,5,8,5,0,1,2
6,376,9615,2,25,7,5,0,1,2
6,262,4256,2,70,5,7,0,1,2
20,1112,11058,1,5,5,2,0,1,2
10,1007,3550,3,35,3,6,0,1,2
7,1328,8292,2,10,10,4,0,1,1
12,1103,11255,2,10,7,4,0,1,1
26,36,6436,1,0,14,3,0,0,0
17,1275,4004,3,20,12,7,0,1,2
26,1081,4466,2,45,6,5,0,1,2
10,488,3201,2,15,5,5,0,1,2
4,514,2034,1,55,3,5,0,1,1
8,1049,5308,2,20,6,4,0,1,2
20,254,380,2,15,4,5,0,0,0
9,546,11699,1,25,6,3,0,0,1
17,1119,4844,1,5,5,3,0,1,2
7,675,7395,2,10,5,4,0,1,1
26,1023,3233,2,0,4,6,0,0,0
0,946,9964,1,20,8,2,0,1,0
13,777,11613,1,10,8,5,0,1,1
7,1283,10205,2,15,7,4,0,1,1
13,1310,5095,2,10,7,4,0,1,1
6,697,2717,2,25,8,6,0,1,1
10,735,9632,1,0,3,2,0,1,0
17,1313,2490,3,0,8,6,0,1,2
6,724,2536,2,0,9,6,0,1,2
10,1055,12433,3,30,10,6,0,1,1
10,1074,8048,1,5,16,3,0,1,1
7,108,11999,2,25,7,5,0,1,1
6,724,7981,3,5,7,8,0,0,1
17,490,8143,2,15,7,4,0,1,2
8,178,8020,2,15,24,6,0,1,2
3,1387,10110,3,30,8,7,0,0,1
7,1233,5131,2,25,3,5,0,1,1
11,164,7828,4,80,3,9,0,0,1
26,1001,6040,1,15,7,2,0,1,2
20,214,10569,2,75,4,4,0,1,2
17,399,7487,3,20,6,7,0,1,1
17,1005,1875,2,0,8,4,0,1,1
6,1206,4610,2,20,5,5,0,1,1
26,991,3697,1,5,10,3,0,0,1
5,601,3024,2,35,6,4,0,1,1
27,1155,1757,2,40,11,6,1,0,1
3,574,1256,2,15,6,7,0,0,1
6,724,3234,2,40,10,4,0,1,1
9,230,2078,1,5,18,3,0,0,1
6,1181,11022,2,45,8,5,0,1,2
6,104,4521,2,5,5,7,0,1,1
11,660,7281,2,25,9,6,1,0,2
6,376,10236,3,0,13,9,0,0,0
3,1387,10110,4,90,6,9,0,0,2
0,946,6570,1,20,5,2,0,0,1
20,1161,1436,3,10,7,7,0,1,1
3,1387,3909,4,90,11,8,0,0,1
0,885,11797,2,55,7,5,0,1,1
7,1233,3811,1,20,7,3,0,1,2
13,778,9086,2,20,9,5,0,1,1
7,1283,1405,2,15,4,4,0,1,2
10,1248,10682,2,20,5,4,0,1,1
21,1195,11585,3,15,4,4,1,1,2
6,673,2685,3,20,7,5,1,1,1
6,981,12397,2,10,5,5,0,1,1
6,1280,7956,2,35,12,7,0,1,1
10,562,593,2,10,6,4,0,1,1
6,487,835,2,25,6,6,0,1,1
26,203,8953,2,30,9,6,0,1,1
6,592,1582,3,25,12,7,1,0,1
26,1023,11319,1,5,6,3,0,0,0
4,519,10400,3,0,6,7,0,1,1
14,429,9326,2,30,9,5,0,1,1
25,745,2704,2,25,4,5,0,1,1
5,267,3275,2,80,6,5,0,1,0
13,128,10833,2,15,4,5,0,1,2
12,24,10868,2,10,5,4,0,1,2
13,1365,5872,2,15,8,5,0,1,0
7,282,4855,1,45,6,4,0,1,2
17,247,3997,7,5,16,18,0,0,1
7,333,2158,2,20,8,5,0,1,1
20,729,5384,1,5,6,2,0,0,0
6,1041,5880,1,10,13,3,0,0,0
10,804,3898,2,20,4,4,0,1,1
10,218,5484,2,30,5,5,0,1,2
6,671,10794,2,20,8,8,0,1,1
13,311,7177,3,40,13,8,0,1,1
10,1250,4608,2,5,13,5,0,1,1
10,1224,11407,2,15,5,6,0,1,2
8,463,8236,3,5,22,9,0,0,1
11,131,1488,2,15,6,7,0,1,2
20,943,6888,2,0,9,7,0,1,2
25,889,9697,2,15,3,6,0,1,2
3,1006,4570,2,40,2,7,1,0,2
5,1172,874,2,30,8,5,0,1,1
8,640,7017,3,45,5,8,0,1,1
9,210,12268,1,0,10,3,0,0,1
21,313,312,2,5,14,4,0,1,2
7,129,11796,2,20,7,4,0,1,2
8,433,4963,3,15,7,7,0,1,2
27,269,2101,1,10,5,4,1,0,1
17,716,7056,2,5,8,6,0,1,2
8,396,7181,2,25,4,7,1,1,1
7,746,5011,2,0,8,5,0,1,1
20,863,8297,2,10,7,6,0,1,2
4,447,3553,3,70,6,7,0,1,1
17,1005,4979,2,20,8,5,0,1,2
22,61,9280,2,15,7,4,0,1,1
21,1093,9849,2,25,8,5,1,1,1
10,1097,3572,2,20,5,4,0,1,1
4,219,11554,2,60,8,4,0,1,1
11,1144,7832,2,25,8,6,0,1,1
3,1387,4194,4,30,3,9,1,0,1
20,1359,12217,2,5,6,5,0,0,0
10,1182,414,1,5,6,5,0,1,2
17,1149,4221,2,10,7,5,0,1,2
20,158,621,1,5,5,3,0,0,1
20,158,9229,2,10,6,6,0,1,1
10,90,568,2,10,4,4,0,1,2
13,1365,5872,2,30,6,6,0,1,0
20,158,3419,2,20,4,5,0,1,2
18,1295,6994,2,35,8,6,0,0,1
7,52,1966,2,20,8,5,0,0,2
14,594,10111,2,30,9,7,0,1,1
27,548,9673,2,35,7,4,1,0,2
9,973,10153,1,5,6,3,0,1,0
4,191,11504,1,15,6,4,0,1,1
22,418,10694,2,20,3,5,0,1,1
17,680,3222,2,0,8,5,0,1,2
8,881,10258,3,25,5,6,0,1,1
27,548,1119,1,5,29,3,0,0,1
23,879,8433,2,60,7,5,0,1,1
10,1382,5036,2,20,6,5,0,1,2
6,275,458,2,30,6,6,0,1,2
14,1236,2615,2,15,7,6,0,0,0
8,828,3890,2,20,5,4,0,1,1
4,512,9988,2,15,5,5,0,1,2
7,1265,9455,2,25,9,5,0,1,2
17,805,11880,2,15,3,4,0,1,2
20,136,4638,2,5,8,4,0,0,0
21,935,3008,3,5,6,6,0,1,2
20,943,11170,2,30,6,7,0,1,1
7,746,6515,2,10,6,5,0,1,1
20,1161,1436,2,5,7,5,0,1,1
15,459,4659,2,10,9,4,0,1,0
30,1102,9320,2,40,5,5,0,1,1
3,175,6942,4,120,18,10,0,0,1
30,102,2673,2,10,7,4,0,1,1
7,901,12376,5,0,15,15,0,0,0
0,757,4055,2,60,27,5,0,1,1
7,157,11015,1,0,18,3,0,0,1
26,991,1452,1,0,5,3,0,0,0
17,1030,606,1,25,3,3,0,1,2
17,596,11104,2,20,5,4,0,1,2
21,345,8571,2,15,5,5,0,1,2
8,640,10513,1,0,6,3,0,1,1
11,883,7440,4,90,2,10,1,0,2
21,363,8973,2,40,3,5,0,1,2
17,421,1265,3,10,38,10,0,0,1
13,1262,12264,3,5,8,6,0,1,0
4,891,11782,2,25,20,5,0,1,2
16,244,3813,2,20,6,5,0,1,1
10,1382,8286,2,50,16,6,0,1,2
25,902,8716,2,20,9,4,0,1,1
26,1216,12491,2,0,5,5,0,1,1
6,1135,7925,2,25,3,5,0,1,1
17,1183,3022,2,15,6,5,1,1,2
7,27,2861,2,25,8,7,0,1,2
10,1407,9774,3,25,5,5,0,1,1
6,464,314,2,5,6,7,0,1,1
4,1389,2013,3,15,9,6,0,1,1
6,384,4229,1,0,16,3,0,0,0
17,1011,2187,2,5,5,4,0,1,2
6,99,1992,3,5,8,7,0,1,2
10,138,11543,1,55,4,3,0,1,1
6,1082,7539,3,45,8,8,0,1,1
4,741,16,2,80,4,6,0,1,1
20,1112,5573,2,0,12,3,0,0,0
15,265,8856,2,40,9,4,0,1,2
17,811,7718,3,25,6,7,0,1,2
20,385,7618,2,20,6,5,0,0,1
8,558,528,2,20,7,5,0,1,2
3,175,3564,3,45,16,6,0,0,1
13,311,7177,3,55,13,8,0,1,1
8,172,7334,2,0,10,5,0,1,2
20,158,2295,2,20,8,7,0,0,1
22,816,4740,1,20,6,3,0,1,2
5,260,11677,3,40,10,7,1,1,0
17,1094,180,2,20,7,5,0,1,1
7,895,11544,2,25,6,6,0,1,2
10,1278,10688,2,10,7,5,0,1,1
6,275,5903,2,5,9,6,0,1,2
20,1134,5241,1,5,6,2,0,1,1
27,1394,3168,3,40,11,6,0,1,1
4,148,509,2,25,11,5,0,1,1
27,181,4733,3,40,19,7,0,0,2
8,640,2788,2,15,5,5,0,1,2
17,421,1265,3,25,7,7,0,1,2
6,932,1235,2,0,9,6,0,1,2
21,408,7625,3,50,5,8,0,1,2
21,937,7036,3,0,6,6,0,1,2
21,363,2767,3,35,6,7,0,1,2
10,760,11514,2,50,3,4,0,1,2
8,178,8600,3,10,19,9,0,1,1
22,1088,5722,3,20,7,7,0,1,1
6,287,3107,3,20,6,6,0,1,1
8,1049,11467,2,15,9,6,0,1,2
20,1309,10374,2,40,5,8,0,1,1
8,276,6547,3,5,7,6,0,1,2
4,734,8931,2,25,6,5,0,1,1
4,334,2641,3,0,6,5,0,1,1
26,886,9266,2,10,11,6,0,0,1
23,928,10855,2,50,7,5,0,1,1
6,460,685,2,60,6,5,0,1,2
4,512,8851,1,30,6,3,0,1,2
10,735,10221,5,10,9,16,0,0,1
4,734,1455,3,10,6,5,0,1,1
26,1081,3133,2,0,9,7,0,1,1
5,685,10663,2,25,9,5,0,1,1
8,1225,3947,1,10,13,2,0,1,1
27,1155,4278,3,20,10,7,1,0,1
8,1029,11284,3,20,12,7,0,1,2
7,901,12376,5,20,9,15,0,0,1
10,996,2248,3,30,6,10,0,1,1
4,512,9988,2,20,5,5,0,1,1
27,548,11500,4,85,3,8,1,0,1
26,1001,12258,2,5,5,5,0,1,1
23,456,7342,2,30,9,5,0,1,1
11,883,135,1,25,10,3,0,0,1
26,264,955,2,15,8,5,0,0,1
5,226,8428,2,30,6,4,0,1,1
7,1166,9958,2,15,10,6,0,0,1
16,244,9048,2,40,9,5,0,1,1
20,1378,10483,2,10,9,8,1,1,1
22,763,4002,1,15,12,3,0,1,1
26,264,3463,2,5,7,5,0,0,1
26,39,633,2,35,16,7,0,0,1
9,713,12239,1,35,7,3,0,1,1
10,218,1627,3,40,4,7,0,1,2
7,238,5242,2,0,7,4,0,1,2
8,276,817,2,0,6,5,0,1,2
17,198,3193,2,30,7,4,0,1,2
11,164,9725,2,20,7,5,0,0,2
21,46,3838,2,15,8,3,0,1,1
16,244,6613,2,20,6,5,0,1,1
26,366,4785,3,50,5,5,1,1,1
6,1126,9405,2,35,3,6,0,1,2
10,88,4390,2,15,5,5,0,1,2
21,9,12328,3,30,18,6,0,1,2
7,4,2547,2,20,6,4,0,1,1
10,1227,2897,2,20,10,5,0,1,2
20,158,4613,2,15,8,7,0,0,1
17,566,8505,2,20,26,5,0,1,2
7,746,95,2,0,3,5,0,1,1
11,131,5799,2,40,7,4,0,1,2
3,1006,11911,2,25,7,5,1,0,1
10,690,10377,2,20,4,4,0,1,2
7,799,6667,2,40,5,4,0,1,1
15,192,90,2,10,7,5,1,0,1
10,1174,7710,2,15,5,6,0,1,1
4,334,1328,3,0,6,7,0,1,1
4,891,11782,2,10,11,5,0,1,1
6,1002,9911,3,45,6,7,1,0,1
30,73,10557,2,30,14,4,0,1,1
13,783,7583,3,15,6,6,0,1,1
13,1211,1175,1,15,2,2,0,1,0
21,1326,2947,2,20,7,7,0,1,1
4,926,4161,2,30,5,7,0,1,1
10,1250,6804,2,5,11,9,0,1,1
20,270,8824,2,10,10,5,0,0,0
4,1342,5344,2,55,7,5,0,1,2
13,128,2363,3,0,13,8,0,1,1
4,1334,3273,3,10,15,10,0,1,1
12,1066,7574,2,45,20,6,1,1,1
20,251,8715,2,15,8,6,0,0,1
17,1149,7637,2,15,7,5,0,1,2
4,588,6687,2,25,6,5,0,1,1
6,287,10608,3,20,8,7,0,1,2
9,670,6152,1,10,4,3,0,1,1
7,129,5248,2,55,6,4,0,1,1
8,276,2584,3,25,8,6,0,1,1
20,1134,5313,2,35,12,4,0,1,0
20,158,621,2,10,11,7,0,0,1
15,1260,3077,3,40,6,7,0,1,1
21,169,9064,2,15,9,5,0,1,1
8,463,5839,2,5,10,7,0,0,0
20,281,2664,2,30,7,7,0,1,1
26,1377,6207,1,15,7,5,0,1,0
26,1401,2557,1,5,4,2,0,0,0
6,487,2908,2,10,14,5,0,1,1
3,1387,2791,4,80,5,8,1,0,1
11,1194,5934,1,30,5,3,0,1,1
26,203,532,2,15,7,4,0,1,2
6,1291,9898,1,5,7,3,0,1,2
7,438,4023,2,5,4,5,0,1,2
4,144,2765,2,10,8,4,0,1,2
17,1045,9899,3,0,34,10,0,0,1
20,508,10459,1,10,7,4,0,0,0
14,948,6339,1,45,4,3,0,1,2
7,10,4605,2,20,7,6,0,1,1
8,881,5747,3,20,6,6,0,1,2
0,146,11169,2,20,5,4,0,1,1
10,1074,8784,3,55,9,7,0,1,2
17,1030,9966,3,80,6,7,0,1,2
6,898,26,2,20,7,6,0,1,1
10,87,4485,3,25,6,7,0,1,2
4,972,12183,1,15,5,2,0,1,2
7,473,2304,2,35,5,5,0,1,1
17,566,7559,2,30,7,5,1,1,2
1,1294,861,1,5,9,2,0,1,1
26,203,532,1,0,2,3,0,0,0
7,322,2666,2,10,6,5,1,1,1
17,289,3270,3,15,8,7,0,1,1
6,673,12181,2,25,6,5,1,0,1
24,628,6098,2,10,7,5,0,1,1
6,262,2092,2,10,5,5,0,1,1
7,157,1548,3,70,5,7,1,1,1
8,463,5839,3,5,27,13,0,0,1
21,956,9026,1,10,7,2,0,1,2
10,960,7761,1,0,4,3,0,0,0
10,712,5781,2,5,6,5,0,1,2
4,755,10422,2,5,8,8,0,1,1
16,849,4588,2,50,7,5,0,1,1
21,929,11198,2,15,5,4,0,1,2
4,369,7452,2,5,9,5,0,1,1
8,495,6120,2,15,5,6,0,1,2
10,1097,3572,2,25,4,5,0,1,1
17,805,4743,3,0,14,6,0,1,2
0,885,11797,2,40,6,4,0,1,1
10,1224,8475,2,10,7,4,0,1,2
26,1401,8525,3,40,6,9,0,1,2
20,270,6121,2,20,8,5,0,0,1
16,1361,7818,3,45,10,8,0,1,1
20,508,11256,2,10,9,6,0,0,0
30,822,8025,2,20,7,6,0,1,2
20,1112,5573,2,25,6,4,0,0,1
10,1140,5145,3,35,8,5,0,1,2
6,818,5504,2,15,7,4,0,1,2
13,311,7177,4,60,7,10,0,1,1
18,639,9213,3,15,16,8,0,0,1
17,721,82,3,10,11,8,0,1,1
9,670,6152,2,20,5,5,0,1,1
7,728,11227,1,0,4,4,1,1,0
20,1217,9581,2,25,8,5,0,1,2
7,255,7224,2,5,11,4,0,1,1
17,490,9391,2,15,6,5,0,1,2
8,178,5506,2,5,5,5,0,1,1
26,39,9897,3,30,37,11,0,0,1
25,889,5623,2,20,12,4,0,1,1
26,919,10629,2,25,3,5,0,1,2
21,701,2043,2,20,6,5,0,1,2
26,39,10795,2,15,28,6,0,0,1
7,859,5250,1,15,3,2,0,1,2
27,181,7055,4,120,4,8,0,0,1
16,547,3905,1,5,6,3,0,1,2
13,606,1445,2,25,7,5,0,1,1
8,440,4222,2,50,6,5,1,1,2
6,1384,5326,2,0,9,5,0,1,1
6,652,9135,2,60,4,7,0,1,1
20,788,9253,2,10,9,4,0,1,1
30,710,11281,2,20,9,5,0,1,1
6,662,8376,2,30,10,6,1,1,1
25,745,3003,2,10,13,6,0,0,0
0,946,431,2,10,6,5,0,0,1
10,356,6217,2,0,5,5,0,1,1
26,761,1433,1,5,11,4,0,0,1
5,1418,22,2,45,8,5,0,1,1
6,845,7126,1,5,6,2,0,1,2
5,593,5611,2,20,17,5,0,1,1
21,1051,4116,2,5,7,5,0,1,2
27,181,2607,2,995,4,6,0,0,1
26,36,1125,1,5,5,3,0,0,1
13,557,4050,2,10,6,7,0,1,0
12,442,2417,2,35,4,4,0,1,1
27,390,8710,4,110,4,10,1,1,1
21,1326,11580,1,10,7,3,0,1,2
4,144,5921,2,10,8,5,0,1,2
7,1356,7989,2,5,9,5,0,1,1
6,923,779,3,25,7,6,0,1,1
9,1247,1928,1,65,3,3,0,1,1
7,859,10311,2,35,4,5,0,1,1
10,1248,11556,2,5,6,4,0,1,2
25,167,10433,1,15,7,3,0,1,2
8,217,7262,2,5,8,5,0,1,1
10,417,11857,2,20,6,7,0,1,2
6,673,3679,3,30,8,7,0,1,1
25,889,11109,2,10,5,5,0,1,1
26,1401,11213,1,5,12,4,0,0,0
27,1106,5035,3,30,7,8,1,0,2
26,358,1773,3,35,12,7,0,1,1
3,175,4773,2,10,4,5,0,0,2
26,435,10275,2,25,5,5,1,0,1
21,1219,2948,1,15,4,3,0,1,2
6,673,6047,2,35,14,7,1,0,1
15,459,7276,2,45,6,5,0,1,2
25,889,1534,2,15,3,6,0,1,0
17,1030,606,4,35,11,16,0,0,1
21,1062,223,2,35,7,5,0,1,2
18,677,245,2,10,5,5,0,1,2
20,158,2452,2,5,7,5,0,0,1
10,575,842,2,35,20,5,0,1,1
8,463,2386,2,0,17,8,0,0,0
10,1127,11433,2,30,6,5,0,1,2
26,39,11440,1,0,12,3,0,0,0
13,128,2363,3,40,6,8,0,1,1
17,869,10822,2,15,4,5,0,1,1
8,41,5708,2,0,17,4,0,1,2
27,1106,5639,2,10,8,5,1,0,2
16,1399,6781,2,5,5,5,0,1,1
21,1251,8681,2,15,5,5,0,1,1
0,757,4510,2,20,8,7,1,1,1
20,672,2520,2,0,7,6,0,1,1
20,863,11793,2,15,11,6,0,0,1
3,720,4522,3,25,10,8,1,0,1
8,463,5638,1,0,4,3,0,1,1
6,673,1677,2,30,4,4,1,1,1
21,1062,5565,2,0,5,5,0,1,2
8,501,9709,3,20,9,7,0,1,2
10,488,4832,2,0,6,5,0,1,1
26,39,2005,1,0,7,3,0,0,1
13,1142,8234,2,0,7,2,0,1,0
22,649,10916,2,20,6,5,0,1,1
10,1382,8286,2,0,11,6,0,1,1
22,763,640,2,5,14,5,0,0,0
17,1183,1426,3,30,6,7,0,1,2
3,574,2913,2,20,9,5,1,0,2
25,1335,2437,1,15,8,3,0,1,1
26,1216,6521,2,50,3,4,0,1,1
26,39,85,1,5,11,4,0,0,1
3,720,6460,2,30,21,7,0,1,2
17,817,4536,1,5,8,3,0,1,1
5,853,12512,2,25,16,6,0,1,1
4,707,4465,2,5,25,4,0,1,1
7,630,673,2,0,7,2,0,1,2
21,477,11116,3,0,7,7,0,1,2
14,764,11961,2,20,5,5,1,0,1
8,613,3747,2,10,23,5,0,1,1
21,412,10611,2,20,5,9,0,1,2
17,1067,3845,2,10,8,5,0,1,1
27,1394,8008,2,50,5,4,1,0,2
6,1210,11979,2,0,6,7,0,1,2
8,597,11842,2,5,3,4,0,1,1
10,1097,7633,3,10,8,8,0,1,1
10,1397,1591,2,30,8,6,0,1,1
7,773,5096,1,0,12,3,0,0,2
13,503,9255,3,20,9,6,0,1,1
4,616,11914,2,20,4,4,0,1,1
0,607,6843,2,5,6,5,0,1,1
20,508,34,2,20,17,6,0,0,0
24,1364,7752,1,80,7,2,1,1,1
24,806,12051,2,10,5,6,0,1,2
22,1152,7292,1,0,12,3,0,0,0
11,164,7057,3,5,27,9,0,0,0
7,709,9201,2,25,5,4,0,1,1
4,191,12160,2,55,6,5,0,1,1
20,1209,4837,2,30,9,5,0,1,2
1,1294,6159,1,5,7,3,0,0,0
26,1023,3233,2,5,14,6,0,1,1
8,979,5795,2,10,5,6,0,1,1
22,1152,553,2,40,8,5,0,1,1
6,845,8916,3,20,23,7,1,0,1
3,1006,6683,2,50,8,6,1,0,2
4,821,2632,2,25,6,5,0,1,1
17,229,6715,2,20,3,4,0,1,2
3,1387,2791,5,70,4,11,1,0,2
20,270,6121,2,20,7,4,0,0,1
17,156,5757,2,25,5,5,0,1,2
10,337,2327,3,15,6,7,0,1,2
2,451,9980,2,50,5,4,0,1,1
6,1384,1753,2,60,8,5,0,1,2
17,1393,4714,2,5,6,6,0,1,1
8,433,974,2,20,5,7,0,1,2
11,765,3888,2,20,5,6,0,0,0
20,281,9492,2,10,5,5,0,1,1
22,171,10384,1,25,6,3,0,1,2
10,151,6821,3,30,6,10,0,1,1
4,1276,6739,2,10,6,7,0,1,1
6,1253,9889,3,25,5,6,0,0,1
8,828,274,2,20,3,5,0,1,2
21,363,3306,3,20,7,5,0,1,2
17,347,8671,3,10,6,6,0,1,2
26,1081,7210,2,20,12,8,0,1,1
11,147,9813,3,30,19,8,0,0,1
27,533,5800,3,15,19,9,1,0,1
13,486,8343,2,35,6,5,0,1,1
10,90,10081,3,45,5,6,0,1,2
20,251,1863,1,0,5,3,0,0,1
3,1387,2791,4,100,4,8,0,0,1
21,956,4325,2,5,14,6,0,1,1
16,244,2124,2,30,6,5,0,1,1
13,829,3907,3,25,5,6,0,1,1
26,886,11288,2,0,5,5,0,0,0
21,9,1729,2,0,9,7,0,1,2
27,269,11121,2,15,8,7,0,1,2
16,1176,8758,2,10,7,4,0,1,1
8,433,9140,3,15,4,5,0,1,1
6,932,8018,2,20,4,7,0,1,1
11,647,4197,3,20,17,7,0,1,2
10,151,7723,1,10,10,3,0,0,0
20,11,7348,1,25,6,5,0,1,2
8,828,8725,2,10,3,4,0,1,1
4,474,12553,2,10,6,7,0,1,1
10,712,3780,2,30,4,5,0,0,2
8,178,9123,2,20,11,5,0,1,1
4,1202,5735,2,10,4,5,0,1,1
17,1094,180,2,10,7,5,0,1,2
20,136,4769,2,0,4,7,0,0,0
20,497,1052,2,5,6,6,0,1,1
8,1184,7807,2,20,9,6,0,1,2
26,327,10863,2,10,6,5,0,1,1
27,1155,1757,3,5,11,8,0,0,1
6,673,2937,3,35,9,8,1,1,1
6,539,9886,2,5,9,5,0,0,1
10,575,999,1,0,2,2,0,0,1
4,519,10400,2,15,6,5,0,1,1
14,1116,7309,2,35,9,5,0,1,1
26,435,3812,2,15,13,7,0,1,1
22,1152,11726,2,15,8,5,0,1,1
20,517,943,2,0,6,6,0,0,0
10,1248,2815,3,20,8,7,0,1,2
0,793,2719,3,20,9,8,0,1,1
17,1196,6839,3,15,9,8,0,1,2
8,1049,9986,2,0,25,6,0,1,2
8,584,8743,3,20,7,7,0,1,2
20,214,11715,2,15,5,7,0,1,1
4,191,5918,2,0,10,7,0,1,0
7,1265,2733,2,15,11,5,0,1,1
30,73,11442,2,45,10,5,0,1,1
7,544,12147,2,10,9,5,0,1,1
8,395,5438,1,0,6,3,0,1,1
0,81,2839,2,30,6,5,0,1,1
21,412,2319,3,15,4,7,0,1,2
10,1007,9541,2,10,4,5,0,1,2
26,1028,881,2,20,5,5,0,1,1
17,856,2816,2,15,8,5,0,1,2
7,1091,10826,2,20,7,5,0,1,2
8,558,7882,2,20,7,5,0,1,2
10,142,2192,2,10,6,7,0,1,2
26,991,2170,2,5,6,6,0,1,2
7,901,4726,2,40,8,4,0,1,1
12,1286,8298,2,10,9,5,0,1,1
17,1308,6552,2,0,11,7,0,1,1
0,81,10235,2,30,11,5,0,1,1
25,50,6705,2,20,11,5,1,0,1
21,937,3953,3,10,6,7,0,1,2
10,1227,1009,2,25,7,6,0,1,1
4,212,4111,2,35,6,5,0,1,2
17,1352,9054,3,20,9,10,0,1,2
7,10,4605,1,10,6,3,0,1,1
13,783,11773,2,5,6,4,0,1,1
